row,anon_student_id,problem_hierarchy,problem_name,problem_view,step_name,step_start_time,first_transaction_time,correct_transaction_time,step_end_time,step_duration,correct_step_duration,error_step_duration,correct_first_attempt,incorrects,hints,corrects,KC,opportunity
1017099,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",BH1T43,1,20S = 12720,35:54.0,36:29.0,36:29.0,36:29.0,35,35,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",20~~26
1017101,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",BH1T43,2,XLabel,27:04.0,27:29.0,27:29.0,27:29.0,25,25,,1,0,0,1,Labelling the axes,31
1017103,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",BH1T43,2,YLabel,27:32.0,27:46.0,27:46.0,27:46.0,14,14,,1,0,0,1,Labelling the axes,32
1017105,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",BH1T43,2,xScale,30:30.0,30:37.0,30:37.0,30:37.0,7,7,,1,0,0,1,Changing axis intervals,12
1017118,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",BH1T43,2,yMax,31:01.0,31:07.0,31:07.0,31:07.0,6,6,,1,0,0,1,Changing axis bounds,52
1017119,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,xMin,36:38.0,36:50.0,36:50.0,36:50.0,12,12,,1,0,0,1,Changing axis bounds,53
1017120,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,xMax,36:50.0,36:53.0,36:53.0,36:53.0,3,3,,1,0,0,1,Changing axis bounds,54
1017121,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,xScale,36:53.0,36:59.0,36:59.0,36:59.0,6,6,,1,0,0,1,Changing axis intervals,14
1017122,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,yMax,36:59.0,37:06.0,37:06.0,37:06.0,7,7,,1,0,0,1,Changing axis bounds,55
1017123,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,yScale,37:06.0,37:10.0,37:10.0,37:10.0,4,4,,1,0,0,1,Changing axis intervals,15
1017124,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,YLabel,37:10.0,37:25.0,37:56.0,37:56.0,46,,46,0,1,0,1,Labelling the axes,33
1017133,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,XLabel,37:56.0,38:10.0,38:10.0,38:10.0,14,14,,1,0,0,1,Labelling the axes,34
1017134,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,155V+7500 = 0,43:48.0,43:53.0,44:03.0,44:03.0,15,,15,0,0,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",25
1017139,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,155V = -7500,44:03.0,44:10.0,44:10.0,44:10.0,7,7,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",21~~27
1017140,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,xMin,45:58.0,46:11.0,46:11.0,46:11.0,13,13,,1,0,0,1,Changing axis bounds,56
1017141,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,xMax,46:11.0,46:20.0,46:20.0,46:20.0,9,9,,1,0,0,1,Changing axis bounds,57
1017142,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,xScale,46:20.0,46:25.0,46:25.0,46:25.0,5,5,,1,0,0,1,Changing axis intervals,16
1017143,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,yMax,46:25.0,46:36.0,46:36.0,46:37.0,12,12,,1,0,0,2,Changing axis bounds,58
1017145,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,yScale,46:37.0,46:41.0,46:41.0,46:41.0,4,4,,1,0,0,2,Changing axis intervals,17
1017147,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,YLabel,47:21.0,47:57.0,47:57.0,47:57.0,36,36,,1,0,0,1,Labelling the axes,35
1017156,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",5-Jan,1,XLabel,48:01.0,48:17.0,48:17.0,48:17.0,16,16,,1,0,0,1,Labelling the axes,36
1017157,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,525+5P = 0,54:46.0,54:53.0,55:04.0,55:04.0,18,,18,0,1,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",26
1017162,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,5P = -525,55:04.0,55:07.0,55:12.0,55:12.0,8,,8,0,0,1,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",22~~28
1017164,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,YLabel,56:14.0,56:26.0,56:26.0,56:26.0,12,12,,1,0,0,1,Labelling the axes,37
1017165,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,XLabel,56:29.0,56:39.0,56:39.0,56:39.0,10,10,,1,0,0,1,Labelling the axes,38
1017166,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,xMin,56:39.0,56:54.0,56:54.0,56:54.0,15,15,,1,0,0,1,Changing axis bounds,59
1017167,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,xMax,56:54.0,56:59.0,56:59.0,56:59.0,5,5,,1,0,0,1,Changing axis bounds,60
1017168,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,xScale,56:59.0,57:04.0,57:04.0,57:04.0,5,5,,1,0,0,1,Changing axis intervals,18
1017169,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,yMax,57:04.0,57:14.0,57:14.0,57:14.0,10,10,,1,0,0,2,Changing axis bounds,61
1017181,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-3",6-Jan,1,yScale,57:14.0,57:19.0,57:19.0,57:23.0,9,9,,1,0,0,2,Changing axis intervals,19
1017182,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,6.44T+325 = 2500,01:42.0,01:49.0,01:57.0,01:57.0,15,,15,0,0,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",27
1017184,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,6.44T = 2175,01:57.0,02:55.0,02:55.0,02:55.0,58,58,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",23~~29
1017186,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,YLabel,03:06.0,03:15.0,03:15.0,03:15.0,9,9,,1,0,0,1,Labelling the axes,39
1017187,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,XLabel,03:19.0,03:29.0,03:29.0,03:29.0,10,10,,1,0,0,1,Labelling the axes,40
1017188,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,xMax,03:29.0,03:41.0,03:41.0,03:41.0,12,12,,1,0,0,1,Changing axis bounds,62
1017189,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,xScale,03:41.0,03:44.0,03:44.0,03:44.0,3,3,,1,0,0,1,Changing axis intervals,20
1017190,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,yMax,03:44.0,03:55.0,03:55.0,03:55.0,11,11,,1,0,0,2,Changing axis bounds,63
1017203,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,yScale,03:55.0,04:00.0,04:00.0,04:00.0,5,5,,1,0,0,1,Changing axis intervals,21
1017205,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,YLabel,10:44.0,10:58.0,10:58.0,10:58.0,14,14,,1,0,0,1,Labelling the axes,41
1017207,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,XLabel,10:58.0,11:02.0,11:59.0,11:59.0,52,,52,0,1,0,1,Labelling the axes,42
1017208,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,xMin,12:01.0,12:16.0,12:16.0,12:16.0,15,15,,1,0,0,1,Changing axis bounds,64
1017209,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,xMax,12:16.0,12:22.0,12:22.0,12:22.0,6,6,,1,0,0,1,Changing axis bounds,65
1017210,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,xScale,12:22.0,12:26.0,12:26.0,12:26.0,4,4,,1,0,0,1,Changing axis intervals,22
1017211,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,yMin,12:26.0,12:48.0,12:48.0,12:48.0,22,22,,1,0,0,2,Changing axis bounds,66
1017225,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,yMax,12:48.0,12:55.0,12:55.0,12:55.0,7,7,,1,0,0,1,Changing axis bounds,67
1017227,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB18,1,YLabel,19:27.0,19:41.0,19:41.0,19:41.0,14,14,,1,0,0,1,Labelling the axes,43
1017228,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB18,1,XLabel,19:43.0,19:53.0,19:53.0,19:53.0,10,10,,1,0,0,1,Labelling the axes,44
1017229,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB18,1,xMax,19:53.0,20:02.0,20:02.0,20:02.0,9,9,,1,0,0,1,Changing axis bounds,68
1017230,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB18,1,xScale,20:02.0,20:04.0,20:04.0,20:04.0,2,2,,1,0,0,1,Changing axis intervals,24
1017231,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB18,1,yMax,20:04.0,20:09.0,20:09.0,20:09.0,5,5,,1,0,0,1,Changing axis bounds,69
1017244,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB18,1,yScale,20:09.0,20:13.0,20:13.0,20:13.0,4,4,,1,0,0,1,Changing axis intervals,25
1017246,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,YLabel,24:14.0,24:26.0,24:26.0,24:26.0,12,12,,1,0,0,1,Labelling the axes,45
1017247,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,XLabel,24:30.0,24:38.0,24:38.0,24:38.0,8,8,,1,0,0,1,Labelling the axes,46
1017248,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,xMin,24:38.0,24:57.0,24:57.0,24:57.0,19,19,,1,0,0,1,Changing axis bounds,70
1017249,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,xMax,24:57.0,25:03.0,25:03.0,25:03.0,6,6,,1,0,0,1,Changing axis bounds,71
1017250,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,xScale,25:03.0,25:06.0,25:06.0,25:06.0,3,3,,1,0,0,1,Changing axis intervals,26
1017265,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,yMin,25:06.0,25:23.0,25:23.0,25:23.0,17,17,,1,0,0,2,Changing axis bounds,72
1017266,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,25T+2000 = 0,29:24.0,30:20.0,30:38.0,30:38.0,74,,74,0,0,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",28
1017268,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,25T = -2000,30:38.0,30:47.0,30:47.0,30:47.0,9,9,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",24~~30
1017269,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,25T+2000 = 4750,33:47.0,33:55.0,33:55.0,33:55.0,8,8,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",29
1017271,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,25T = 2750,33:55.0,34:06.0,34:06.0,34:06.0,11,11,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",25~~31
1017272,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,YLabel,34:11.0,34:23.0,34:32.0,34:32.0,21,,21,0,1,0,1,Labelling the axes,47
1017273,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,XLabel,34:32.0,34:40.0,34:40.0,34:40.0,8,8,,1,0,0,1,Labelling the axes,48
1017274,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,xMax,34:40.0,34:48.0,34:48.0,34:48.0,8,8,,1,0,0,1,Changing axis bounds,73
1017275,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,xMin,34:48.0,34:53.0,34:53.0,34:53.0,5,5,,1,0,0,1,Changing axis bounds,74
1017276,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,xScale,34:53.0,34:59.0,34:59.0,34:59.0,6,6,,1,0,0,1,Changing axis intervals,28
1017277,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,yMax,34:59.0,35:40.0,35:40.0,35:40.0,41,41,,1,0,0,2,Changing axis bounds,75
1017290,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,yScale,35:40.0,35:44.0,35:44.0,35:44.0,4,4,,1,0,0,2,Changing axis intervals,29
1017291,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,-2500-200M = -5100,18:18.0,18:36.0,18:56.0,18:56.0,38,,38,0,1,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",30~~7
1017293,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,-200M = -2600,18:56.0,19:08.0,19:08.0,19:08.0,12,12,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",32~~4
1017294,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,-2500-200M = -12000,19:27.0,20:20.0,20:20.0,20:20.0,53,53,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",31~~8
1017296,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,-200M = -9500,20:20.0,20:26.0,20:37.0,20:37.0,17,,17,0,1,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",33~~5
1017297,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,YLabel,20:44.0,23:24.0,23:24.0,23:24.0,160,160,,1,0,0,1,Labelling the axes,49
1017299,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,XLabel,23:24.0,23:28.0,23:28.0,23:28.0,4,4,,1,0,0,1,Labelling the axes,50
1017300,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,xMax,23:39.0,26:03.0,26:03.0,26:03.0,144,144,,1,0,0,1,Changing axis bounds,76
1017301,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,xScale,26:03.0,26:07.0,26:07.0,26:07.0,4,4,,1,0,0,1,Changing axis intervals,30
1017302,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,yMax,26:07.0,26:30.0,26:30.0,26:30.0,23,23,,1,0,0,1,Changing axis bounds,77
1017303,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,yMin,26:30.0,26:46.0,26:46.0,26:46.0,16,16,,1,0,0,2,Changing axis bounds,78
1017314,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",BH1T51,2,yScale,26:46.0,26:51.0,26:51.0,26:51.0,5,5,,1,0,0,2,Changing axis intervals,31
1017315,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,1.8B+4569 = 5200,50:08.0,51:06.0,51:16.0,51:16.0,68,,68,0,0,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",32
1017320,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,1.8B = 631,51:16.0,51:24.0,51:24.0,51:24.0,8,8,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",26~~34
1017322,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,YLabel,53:15.0,53:31.0,53:31.0,53:31.0,16,16,,1,0,0,1,Labelling the axes,51
1017323,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,XLabel,53:42.0,53:59.0,53:59.0,53:59.0,17,17,,1,0,0,1,Labelling the axes,52
1017324,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,xMax,53:59.0,54:15.0,54:15.0,54:15.0,16,16,,1,0,0,1,Changing axis bounds,79
1017325,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,xScale,54:15.0,54:18.0,54:18.0,54:18.0,3,3,,1,0,0,1,Changing axis intervals,32
1017326,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,yMax,54:18.0,54:36.0,54:36.0,54:36.0,18,18,,1,0,0,2,Changing axis bounds,80
1017389,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,yScale,54:36.0,54:40.0,54:40.0,54:40.0,4,4,,1,0,0,2,Changing axis intervals,33
1017390,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG3-FIXED,1,-42-30x-44x = -32,50:17.0,50:24.0,50:31.0,50:31.0,14,,14,0,0,2,1,[SkillRule: Consolidate vars with coeff; CLT],1
1017391,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG3-FIXED,1,-42-74x = -32,50:31.0,50:35.0,50:47.0,50:47.0,16,,16,0,1,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",34~~10
1017392,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG3-FIXED,1,-42-74x+42 = -32+42,50:47.0,50:53.0,50:53.0,50:53.0,6,6,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],2
1017395,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG3-FIXED,1,-74x = -32+42,50:53.0,50:57.0,50:57.0,50:57.0,4,4,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],3
1017396,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG45A,1,-8y-13y+40 = -50,52:00.0,52:04.0,52:04.0,52:04.0,4,4,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],4
1017397,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG45A,1,-21y+40 = -50,52:04.0,52:10.0,52:21.0,52:21.0,17,,17,0,1,2,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",35
1017398,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG45A,1,-21y+40-40 = -50-40,52:21.0,52:27.0,52:27.0,52:27.0,6,6,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],5
1017399,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG45A,1,-21y = -50-40,52:27.0,52:35.0,52:42.0,52:42.0,15,,15,0,1,2,1,[SkillRule: Consolidate vars with coeff; CLT],6
1017401,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG45A,1,-21y = -90,52:42.0,52:47.0,52:47.0,52:47.0,5,5,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",39~~7
1017402,Rl6LafSUXj,"Unit ES_03, Section ES_03-1",EG47A,1,-x-26-17x = -17,52:58.0,54:40.0,54:46.0,54:46.0,108,,108,0,0,1,1,"[SkillRule: Consolidate vars, no coeff; CLT]",1
